Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Postal Code,Product ID,Sales,Quantity,Discount,Profit
5279,CA-2014-159681,2014-12-07,2014-12-13,Standard Class,PO-18850,Consumer,23464,OFF-PA-10003641,105.52,4,0.0,48.539199999999994
5280,US-2017-104094,2017-09-07,2017-09-11,Standard Class,AG-10675,Consumer,53209,TEC-AC-10002134,13.48,1,0.0,1.8872
5281,CA-2017-152709,2017-10-07,2017-10-12,Standard Class,DB-13210,Consumer,48234,OFF-ST-10001837,85.52,2,0.0,22.2352
5282,CA-2015-105158,2015-09-05,2015-09-10,Standard Class,SP-20860,Corporate,55901,FUR-FU-10001706,6.16,2,0.0,2.9568
5283,CA-2015-105158,2015-09-05,2015-09-10,Standard Class,SP-20860,Corporate,55901,OFF-PA-10001970,36.839999999999996,3,0.0,17.314799999999998
5284,CA-2014-133424,2014-03-30,2014-04-04,Standard Class,Dl-13600,Corporate,98105,OFF-ST-10002957,15.84,3,0.0,0.0
5285,CA-2014-133424,2014-03-30,2014-04-04,Standard Class,Dl-13600,Corporate,98105,OFF-LA-10002312,44.400000000000006,3,0.0,22.200000000000003
5286,CA-2017-105991,2017-05-05,2017-05-06,First Class,LH-17020,Consumer,80027,OFF-EN-10002600,21.240000000000002,9,0.2,7.433999999999999
5287,CA-2017-105991,2017-05-05,2017-05-06,First Class,LH-17020,Consumer,80027,OFF-BI-10003274,9.552000000000001,8,0.7,-7.3232
5288,CA-2017-105991,2017-05-05,2017-05-06,First Class,LH-17020,Consumer,80027,FUR-BO-10004467,89.99100000000001,3,0.7,-152.9847
5289,US-2017-136784,2017-04-30,2017-05-05,Standard Class,AD-10180,Home Office,94122,OFF-PA-10000675,163.96,4,0.0,80.3404
5290,CA-2014-146283,2014-09-08,2014-09-15,Standard Class,KT-16465,Consumer,77036,OFF-PA-10002259,17.904,2,0.2,6.2664
5291,CA-2014-146283,2014-09-08,2014-09-15,Standard Class,KT-16465,Consumer,77036,FUR-CH-10004287,966.6999999999998,5,0.3,-13.810000000000116
5292,CA-2014-146283,2014-09-08,2014-09-15,Standard Class,KT-16465,Consumer,77036,OFF-PA-10000482,182.112,6,0.2,61.46279999999998
5293,CA-2017-151218,2017-06-20,2017-06-23,First Class,PJ-19015,Consumer,33180,OFF-ST-10004835,4.464,1,0.2,0.3348
5294,CA-2015-111073,2015-12-26,2015-12-30,Standard Class,MC-18100,Consumer,44256,FUR-TA-10004086,51.588,1,0.4,-15.476400000000005
5295,CA-2017-144883,2017-08-15,2017-08-19,Standard Class,BO-11350,Corporate,55113,OFF-LA-10000305,50.4,8,0.0,23.183999999999997
5296,CA-2017-142174,2017-03-04,2017-03-09,Standard Class,DP-13000,Consumer,77041,OFF-PA-10000806,89.568,2,0.2,32.4684
5297,CA-2017-108791,2017-07-27,2017-07-31,Standard Class,TM-21490,Consumer,10701,FUR-FU-10004018,14.89,1,0.0,4.020300000000001
5298,CA-2017-108791,2017-07-27,2017-07-31,Standard Class,TM-21490,Consumer,10701,TEC-PH-10002660,543.92,8,0.0,135.98000000000002
5299,CA-2016-106656,2016-09-23,2016-09-26,First Class,DV-13045,Corporate,92037,OFF-EN-10001509,4.08,2,0.0,1.9175999999999997
5300,CA-2016-106656,2016-09-23,2016-09-26,First Class,DV-13045,Corporate,92037,OFF-LA-10003148,18.9,3,0.0,8.693999999999999
5301,CA-2016-113831,2016-05-30,2016-06-03,Standard Class,AH-10690,Corporate,22153,FUR-TA-10002645,2275.5,10,0.0,386.8349999999998
5302,CA-2016-113831,2016-05-30,2016-06-03,Standard Class,AH-10690,Corporate,22153,TEC-AC-10003033,1979.6999999999998,6,0.0,653.3009999999998
5303,CA-2016-113831,2016-05-30,2016-06-03,Standard Class,AH-10690,Corporate,22153,OFF-LA-10001297,62.099999999999994,6,0.0,29.808
5304,US-2014-139500,2014-11-16,2014-11-20,Standard Class,AB-10165,Consumer,62521,FUR-CH-10002017,37.296,2,0.3,-1.0656000000000017
5305,US-2014-166310,2014-09-21,2014-09-23,First Class,JS-15940,Home Office,75043,FUR-FU-10001546,8.544,2,0.6,-7.475999999999999
5306,US-2016-168410,2016-02-21,2016-02-26,Standard Class,BV-11245,Corporate,11572,FUR-FU-10000629,68.94999999999999,5,0.0,28.959000000000003
5307,US-2016-168410,2016-02-21,2016-02-26,Standard Class,BV-11245,Corporate,11572,OFF-ST-10000036,296.37,3,0.0,80.01989999999999
5308,US-2016-168410,2016-02-21,2016-02-26,Standard Class,BV-11245,Corporate,11572,TEC-PH-10002583,39.98,2,0.0,1.9989999999999952
5309,CA-2017-131254,2017-11-19,2017-11-21,First Class,NC-18415,Consumer,77095,FUR-CH-10003774,191.058,3,0.3,-46.39980000000001
5310,CA-2017-131254,2017-11-19,2017-11-21,First Class,NC-18415,Consumer,77095,OFF-AR-10003876,13.040000000000001,5,0.2,3.9120000000000004
5311,CA-2017-131254,2017-11-19,2017-11-21,First Class,NC-18415,Consumer,77095,OFF-BI-10003527,1525.1879999999996,6,0.8,-2287.782
5312,CA-2016-123414,2016-08-21,2016-08-27,Standard Class,SU-20665,Home Office,27834,OFF-LA-10004559,9.216,4,0.2,3.3408
5313,CA-2016-123414,2016-08-21,2016-08-27,Standard Class,SU-20665,Home Office,27834,OFF-SU-10002573,28.048000000000002,2,0.2,3.5059999999999967
5314,CA-2017-137876,2017-04-30,2017-05-05,Standard Class,DJ-13510,Corporate,94110,FUR-FU-10000222,64.96,2,0.0,21.436799999999998
5315,CA-2017-137876,2017-04-30,2017-05-05,Standard Class,DJ-13510,Corporate,94110,OFF-EN-10001219,30.56,4,0.0,14.9744
5316,CA-2016-154060,2016-05-02,2016-05-08,Standard Class,DL-12865,Consumer,27405,FUR-CH-10002304,187.056,9,0.2,11.69100000000001
5317,US-2017-162558,2017-10-02,2017-10-05,First Class,Dp-13240,Home Office,37918,FUR-FU-10002364,11.808,2,0.2,1.3283999999999985
5318,US-2017-162558,2017-10-02,2017-10-05,First Class,Dp-13240,Home Office,37918,FUR-FU-10004864,9.656,1,0.2,1.5691000000000002
5319,US-2017-162558,2017-10-02,2017-10-05,First Class,Dp-13240,Home Office,37918,OFF-PA-10003172,20.736000000000004,4,0.2,7.2576
5320,US-2017-162558,2017-10-02,2017-10-05,First Class,Dp-13240,Home Office,37918,OFF-BI-10000977,27.360000000000003,3,0.7,-21.88799999999999
5321,US-2017-162558,2017-10-02,2017-10-05,First Class,Dp-13240,Home Office,37918,FUR-TA-10000198,2314.116,7,0.4,-1002.7836000000001
5322,US-2017-162558,2017-10-02,2017-10-05,First Class,Dp-13240,Home Office,37918,OFF-BI-10003984,34.236000000000004,4,0.7,-26.2476
5323,US-2017-162558,2017-10-02,2017-10-05,First Class,Dp-13240,Home Office,37918,FUR-FU-10003691,19.76,2,0.2,5.928
5324,CA-2017-134439,2017-09-18,2017-09-23,Second Class,TM-21010,Consumer,68801,OFF-PA-10004082,15.96,2,0.0,7.98
5325,CA-2015-119508,2015-12-04,2015-12-09,Standard Class,TZ-21580,Consumer,90712,OFF-AR-10003723,16.9,5,0.0,6.253
5326,CA-2015-119508,2015-12-04,2015-12-09,Standard Class,TZ-21580,Consumer,90712,FUR-FU-10004270,25.08,6,0.0,9.0288
5327,CA-2015-152681,2015-01-17,2015-01-22,Standard Class,SC-20260,Corporate,1841,OFF-AR-10003183,6.68,2,0.0,2.0039999999999996
5328,CA-2014-130813,2014-01-06,2014-01-08,Second Class,LS-17230,Consumer,90049,OFF-PA-10002005,19.44,3,0.0,9.3312
5329,CA-2015-120320,2015-03-05,2015-03-09,Standard Class,MV-18190,Consumer,77036,TEC-PH-10000149,31.92,2,0.2,2.3939999999999984
5330,CA-2016-111941,2016-12-25,2016-12-28,Second Class,BD-11620,Consumer,10035,OFF-BI-10001524,33.568000000000005,2,0.2,11.748799999999997
5331,CA-2016-123120,2016-09-04,2016-09-08,Standard Class,CV-12295,Consumer,10011,FUR-FU-10004748,63.94,1,0.0,24.9366
5332,CA-2016-123120,2016-09-04,2016-09-08,Standard Class,CV-12295,Consumer,10011,OFF-BI-10001460,60.60000000000001,5,0.2,20.452499999999997
5333,CA-2016-123120,2016-09-04,2016-09-08,Standard Class,CV-12295,Consumer,10011,OFF-SU-10002503,22.72,4,0.0,6.588799999999999
5334,CA-2014-103331,2014-08-26,2014-09-01,Standard Class,KB-16315,Consumer,19711,FUR-FU-10001731,10.68,4,0.0,4.0584
5335,CA-2014-103331,2014-08-26,2014-09-01,Standard Class,KB-16315,Consumer,19711,OFF-PA-10002160,17.34,3,0.0,8.4966
5336,CA-2014-103331,2014-08-26,2014-09-01,Standard Class,KB-16315,Consumer,19711,OFF-PA-10002659,3.38,1,0.0,1.5547999999999997
5337,CA-2015-169278,2015-05-21,2015-05-25,Standard Class,ME-18010,Corporate,98105,OFF-BI-10001636,26.976,4,0.2,8.767199999999999
5338,CA-2017-111577,2017-10-16,2017-10-21,Standard Class,AJ-10780,Corporate,85254,OFF-PA-10000062,307.776,7,0.2,111.5688
5339,CA-2015-146486,2015-11-09,2015-11-14,Second Class,DV-13465,Consumer,11572,OFF-ST-10002554,244.54999999999998,5,0.0,4.891000000000005
5340,CA-2015-146486,2015-11-09,2015-11-14,Second Class,DV-13465,Consumer,11572,OFF-EN-10001509,12.24,6,0.0,5.752799999999999
5341,CA-2015-146486,2015-11-09,2015-11-14,Second Class,DV-13465,Consumer,11572,TEC-AC-10002018,13.98,2,0.0,6.011400000000001
5342,CA-2015-146486,2015-11-09,2015-11-14,Second Class,DV-13465,Consumer,11572,TEC-AC-10002637,899.95,5,0.0,53.99699999999996
5343,US-2014-168501,2014-11-21,2014-11-27,Standard Class,JK-15325,Corporate,75220,OFF-EN-10001509,1.6320000000000001,1,0.2,0.5507999999999998
5344,US-2014-168501,2014-11-21,2014-11-27,Standard Class,JK-15325,Corporate,75220,TEC-PH-10004922,267.96,5,0.2,16.747500000000016
5345,CA-2015-112053,2015-10-11,2015-10-13,Second Class,SH-20395,Consumer,14609,TEC-AC-10002550,31.95,1,0.0,2.2364999999999995
5346,CA-2017-108539,2017-03-21,2017-03-23,Second Class,SC-20725,Consumer,90045,OFF-ST-10003208,725.84,4,0.0,210.4935999999999
5347,CA-2017-108539,2017-03-21,2017-03-23,Second Class,SC-20725,Consumer,90045,OFF-BI-10003981,10.896,3,0.2,3.9497999999999998
5348,CA-2017-108539,2017-03-21,2017-03-23,Second Class,SC-20725,Consumer,90045,OFF-BI-10001031,8.544,2,0.2,2.8835999999999995
5349,CA-2015-149811,2015-01-04,2015-01-10,Standard Class,CS-12250,Corporate,55125,OFF-BI-10003676,32.339999999999996,3,0.0,15.5232
5350,CA-2015-149811,2015-01-04,2015-01-10,Standard Class,CS-12250,Corporate,55125,OFF-PA-10004082,39.900000000000006,5,0.0,19.950000000000003
5351,US-2017-103814,2017-12-09,2017-12-16,Standard Class,LH-16900,Consumer,60068,OFF-PA-10001019,143.85600000000002,9,0.2,48.551399999999994
5352,CA-2016-123932,2016-09-06,2016-09-12,Standard Class,YC-21895,Corporate,75217,OFF-PA-10004665,41.92,4,0.2,15.195999999999998
5353,CA-2016-123932,2016-09-06,2016-09-12,Standard Class,YC-21895,Corporate,75217,TEC-PH-10002447,329.58400000000006,2,0.2,37.07819999999998
5354,US-2016-101616,2016-09-03,2016-09-06,First Class,CY-12745,Corporate,71203,OFF-BI-10000014,87.28,8,0.0,41.0216
5355,CA-2014-113768,2014-05-13,2014-05-19,Standard Class,AH-10030,Corporate,90004,FUR-CH-10002439,279.456,6,0.2,20.959199999999996
5356,CA-2014-113768,2014-05-13,2014-05-19,Standard Class,AH-10030,Corporate,90004,OFF-PA-10003063,8.0,2,0.0,3.84
5357,CA-2016-138037,2016-09-29,2016-10-03,Standard Class,AR-10540,Consumer,94109,OFF-BI-10002982,27.240000000000002,5,0.2,9.533999999999997
5358,CA-2014-150490,2014-08-05,2014-08-11,Standard Class,SS-20590,Consumer,94122,TEC-AC-10004510,16.36,1,0.0,1.6359999999999992
5359,CA-2014-150490,2014-08-05,2014-08-11,Standard Class,SS-20590,Consumer,94122,OFF-ST-10000321,15.78,2,0.0,0.631199999999998
5360,CA-2014-150490,2014-08-05,2014-08-11,Standard Class,SS-20590,Consumer,94122,OFF-AR-10004602,45.98,2,0.0,12.874400000000001
5361,US-2017-126060,2017-04-14,2017-04-18,Standard Class,DW-13585,Corporate,28314,FUR-BO-10003433,198.27200000000002,8,0.2,-32.21920000000002
5362,CA-2017-100951,2017-06-09,2017-06-10,First Class,NC-18625,Corporate,75217,OFF-ST-10001496,720.7600000000001,5,0.2,54.05699999999999
5363,CA-2016-122017,2016-12-29,2017-01-02,Standard Class,CD-11920,Consumer,67212,FUR-FU-10000672,70.56,6,0.0,23.990399999999994
5364,CA-2016-122017,2016-12-29,2017-01-02,Standard Class,CD-11920,Consumer,67212,OFF-AP-10001293,81.96,2,0.0,22.9488
5365,CA-2014-123477,2014-01-18,2014-01-21,Second Class,DW-13195,Corporate,97477,OFF-AP-10000692,64.864,4,0.2,6.486400000000003
5366,CA-2016-107790,2016-11-20,2016-11-24,Standard Class,EH-13990,Consumer,77041,TEC-PH-10004539,151.192,1,0.2,13.229299999999995
5367,CA-2017-158071,2017-06-10,2017-06-15,Standard Class,BD-11320,Consumer,98103,TEC-PH-10002923,88.77600000000001,3,0.2,7.767900000000001
5368,CA-2017-158071,2017-06-10,2017-06-15,Standard Class,BD-11320,Consumer,98103,OFF-LA-10004689,11.56,4,0.0,5.4332
5369,CA-2017-158071,2017-06-10,2017-06-15,Standard Class,BD-11320,Consumer,98103,OFF-ST-10001228,15.58,1,0.0,3.8949999999999996
5370,CA-2017-147403,2017-09-10,2017-09-13,First Class,KH-16630,Corporate,44312,OFF-PA-10003302,85.056,3,0.2,28.70639999999999
5371,US-2017-136721,2017-04-08,2017-04-12,Standard Class,NH-18610,Corporate,48237,FUR-FU-10004665,273.96,2,0.0,71.2296
5372,US-2017-136721,2017-04-08,2017-04-12,Standard Class,NH-18610,Corporate,48237,FUR-FU-10004188,306.9,3,0.0,79.794
5373,CA-2015-118738,2015-10-24,2015-10-30,Standard Class,AG-10495,Corporate,77041,OFF-PA-10003177,15.552000000000003,3,0.2,5.4432
5374,CA-2015-118738,2015-10-24,2015-10-30,Standard Class,AG-10495,Corporate,77041,FUR-TA-10002607,347.361,7,0.3,-69.47219999999996
5375,CA-2015-118738,2015-10-24,2015-10-30,Standard Class,AG-10495,Corporate,77041,OFF-PA-10001166,10.368000000000002,2,0.2,3.6288
5376,CA-2017-134152,2017-05-27,2017-05-31,Standard Class,RP-19855,Corporate,98103,TEC-AC-10004510,98.16,6,0.0,9.815999999999995
5377,CA-2017-134152,2017-05-27,2017-05-31,Standard Class,RP-19855,Corporate,98103,OFF-AR-10004062,31.44,3,0.0,7.86
5378,CA-2014-125542,2014-12-05,2014-12-07,First Class,NB-18655,Corporate,19134,OFF-EN-10000056,348.488,7,0.2,117.61469999999996
5379,CA-2014-125542,2014-12-05,2014-12-07,First Class,NB-18655,Corporate,19134,OFF-ST-10001469,172.736,4,0.2,-30.228800000000007
5380,CA-2016-136021,2016-08-14,2016-08-18,Standard Class,JM-15580,Consumer,90045,OFF-PA-10000551,15.54,3,0.0,7.614599999999999
5381,CA-2016-136021,2016-08-14,2016-08-18,Standard Class,JM-15580,Consumer,90045,TEC-MA-10000423,105.55199999999999,6,0.2,35.623799999999996
5382,CA-2016-149195,2016-09-05,2016-09-07,Second Class,DM-13525,Corporate,77070,OFF-PA-10001870,25.920000000000005,5,0.2,9.072
5383,CA-2016-149195,2016-09-05,2016-09-07,Second Class,DM-13525,Corporate,77070,OFF-FA-10001843,15.808000000000002,8,0.2,5.3352
5384,CA-2016-149195,2016-09-05,2016-09-07,Second Class,DM-13525,Corporate,77070,OFF-PA-10002036,10.368000000000002,2,0.2,3.7584
5385,CA-2017-161410,2017-06-26,2017-07-03,Standard Class,CC-12220,Consumer,19143,TEC-PH-10001760,358.2,3,0.4,41.79000000000002
5386,CA-2017-161410,2017-06-26,2017-07-03,Standard Class,CC-12220,Consumer,19143,TEC-PH-10000673,545.9159999999999,14,0.4,72.78880000000004
5387,CA-2017-152786,2017-03-12,2017-03-17,Standard Class,GA-14725,Consumer,72756,OFF-BI-10000829,40.410000000000004,9,0.0,18.5886
5388,CA-2017-164707,2017-02-18,2017-02-21,Second Class,CV-12805,Corporate,90045,TEC-PH-10001924,167.976,3,0.2,10.498500000000007
5389,CA-2017-164707,2017-02-18,2017-02-21,Second Class,CV-12805,Corporate,90045,TEC-AC-10004864,109.53,3,0.0,47.0979
5390,CA-2017-164707,2017-02-18,2017-02-21,Second Class,CV-12805,Corporate,90045,OFF-LA-10004345,9.82,2,0.0,4.8118
5391,CA-2017-163874,2017-11-10,2017-11-12,Second Class,NC-18535,Corporate,98105,OFF-BI-10000088,26.352000000000004,3,0.2,9.552599999999998
5392,US-2014-123183,2014-11-19,2014-11-25,Standard Class,GR-14560,Corporate,19805,OFF-LA-10002787,22.5,6,0.0,10.799999999999999
5393,US-2014-123183,2014-11-19,2014-11-25,Standard Class,GR-14560,Corporate,19805,OFF-LA-10001569,9.96,2,0.0,4.5816
5394,US-2014-123183,2014-11-19,2014-11-25,Standard Class,GR-14560,Corporate,19805,OFF-BI-10002429,213.08,7,0.0,102.2784
5395,US-2014-123183,2014-11-19,2014-11-25,Standard Class,GR-14560,Corporate,19805,FUR-BO-10000362,1025.8799999999999,6,0.0,235.9524
5396,CA-2014-104829,2014-11-18,2014-11-21,Second Class,JG-15805,Corporate,84604,OFF-PA-10003016,21.98,7,0.0,9.890999999999998
5397,US-2016-147340,2016-09-24,2016-09-24,Same Day,EB-13750,Corporate,94110,FUR-FU-10002501,63.2,5,0.0,23.384
5398,CA-2016-145492,2016-11-20,2016-11-27,Standard Class,MC-17605,Corporate,90004,OFF-AP-10003622,39.0,12,0.0,11.309999999999999
5399,CA-2016-163202,2016-09-27,2016-10-02,Standard Class,BM-11650,Corporate,43130,OFF-BI-10002764,2.907,3,0.7,-2.0348999999999995
5400,CA-2016-117681,2016-04-09,2016-04-14,Standard Class,HF-14995,Consumer,90004,FUR-BO-10001798,556.665,5,0.15,6.549000000000021
5401,CA-2017-132262,2017-09-21,2017-09-23,First Class,ML-18265,Consumer,98103,TEC-AC-10000158,71.98,2,0.0,15.1158
5402,CA-2017-132262,2017-09-21,2017-09-23,First Class,ML-18265,Consumer,98103,TEC-AC-10000303,79.98,2,0.0,26.3934
5403,CA-2017-123043,2017-08-24,2017-08-29,Standard Class,AH-10195,Corporate,10024,OFF-BI-10003910,24.672,4,0.2,7.71
5404,CA-2017-123043,2017-08-24,2017-08-29,Standard Class,AH-10195,Corporate,10024,OFF-BI-10000138,3.7439999999999998,1,0.2,1.3104
5405,US-2016-143280,2016-02-22,2016-02-26,Standard Class,TZ-21580,Consumer,90045,TEC-PH-10002398,445.96000000000004,5,0.2,55.74499999999995
5406,US-2016-143280,2016-02-22,2016-02-26,Standard Class,TZ-21580,Consumer,90045,TEC-AC-10003399,36.24,1,0.0,15.2208
5407,US-2016-143280,2016-02-22,2016-02-26,Standard Class,TZ-21580,Consumer,90045,OFF-FA-10000992,10.649999999999999,3,0.0,5.0055
5408,CA-2017-108854,2017-12-08,2017-12-14,Standard Class,DM-13345,Corporate,94109,OFF-PA-10003022,87.92,4,0.0,40.4432
5409,CA-2017-108854,2017-12-08,2017-12-14,Standard Class,DM-13345,Corporate,94109,OFF-BI-10002854,22.424000000000003,1,0.2,8.408999999999999
5410,CA-2017-108854,2017-12-08,2017-12-14,Standard Class,DM-13345,Corporate,94109,OFF-BI-10001670,90.48000000000002,3,0.2,33.93
5411,CA-2017-108854,2017-12-08,2017-12-14,Standard Class,DM-13345,Corporate,94109,OFF-ST-10001837,42.76,1,0.0,11.1176
5412,CA-2017-166856,2017-09-18,2017-09-22,Standard Class,TS-21505,Consumer,88101,OFF-BI-10002012,10.080000000000002,7,0.2,3.5279999999999996
5413,CA-2017-166856,2017-09-18,2017-09-22,Standard Class,TS-21505,Consumer,88101,TEC-AC-10004992,101.34,3,0.0,8.107199999999992
5414,CA-2016-153157,2016-09-11,2016-09-14,First Class,TB-21625,Consumer,67212,TEC-PH-10003171,224.75,5,0.0,62.92999999999999
5415,US-2017-125647,2017-09-23,2017-09-28,Standard Class,LC-16870,Consumer,60653,OFF-AP-10000390,73.17599999999997,6,0.8,-197.57520000000002
5416,US-2017-125647,2017-09-23,2017-09-28,Standard Class,LC-16870,Consumer,60653,OFF-PA-10004888,20.736000000000004,4,0.2,7.2576
5417,US-2017-125647,2017-09-23,2017-09-28,Standard Class,LC-16870,Consumer,60653,TEC-PH-10004188,39.984,2,0.2,-8.9964
5418,CA-2014-132542,2014-10-06,2014-10-08,Second Class,AM-10360,Corporate,68104,OFF-BI-10004099,15.36,2,0.0,7.68
5419,CA-2015-110877,2015-10-23,2015-10-26,First Class,JE-15715,Consumer,77041,OFF-PA-10004621,36.28800000000001,7,0.2,12.700800000000001
5420,CA-2015-110877,2015-10-23,2015-10-26,First Class,JE-15715,Consumer,77041,TEC-PH-10002103,150.384,2,0.2,15.038400000000003
5421,US-2016-151827,2016-03-31,2016-04-02,Second Class,CS-11950,Consumer,19134,TEC-PH-10002789,280.78200000000004,3,0.4,-60.836100000000016
5422,US-2016-151827,2016-03-31,2016-04-02,Second Class,CS-11950,Consumer,19134,TEC-AC-10003289,31.983999999999998,2,0.2,1.1993999999999998
5423,US-2016-163258,2016-12-29,2017-01-02,Standard Class,PF-19225,Consumer,90045,OFF-BI-10000138,11.232,3,0.2,3.9312000000000005
5424,CA-2017-103009,2017-11-03,2017-11-05,Second Class,PJ-18835,Corporate,40475,OFF-PA-10001215,26.400000000000002,5,0.0,11.879999999999999
5425,US-2017-120649,2017-01-20,2017-01-26,Standard Class,JF-15490,Consumer,6708,OFF-AR-10001545,3.52,2,0.0,1.0208
5426,CA-2016-153598,2016-12-03,2016-12-06,First Class,NM-18520,Consumer,90045,TEC-AC-10003870,1649.95,5,0.0,659.98
5427,CA-2016-153598,2016-12-03,2016-12-06,First Class,NM-18520,Consumer,90045,FUR-FU-10001085,111.89999999999999,6,0.0,51.47399999999999
5428,US-2016-108497,2016-06-14,2016-06-14,Same Day,MH-17290,Home Office,90036,FUR-BO-10004218,599.165,5,0.15,35.245000000000005
5429,CA-2016-113096,2016-09-02,2016-09-04,First Class,SZ-20035,Home Office,94122,OFF-ST-10003455,46.53,3,0.0,12.097800000000001
5430,CA-2014-136861,2014-09-05,2014-09-07,First Class,PR-18880,Consumer,33710,FUR-FU-10001967,31.983999999999998,2,0.2,1.998999999999998
5431,CA-2017-117422,2017-10-21,2017-10-25,Standard Class,FC-14245,Home Office,44107,OFF-AP-10000938,161.568,2,0.2,16.156799999999997
5432,CA-2017-117422,2017-10-21,2017-10-25,Standard Class,FC-14245,Home Office,44107,OFF-PA-10002195,4.064,1,0.2,1.3716
5433,CA-2017-117422,2017-10-21,2017-10-25,Standard Class,FC-14245,Home Office,44107,OFF-BI-10002799,6.216,4,0.7,-4.972799999999999
5434,CA-2017-129707,2017-04-25,2017-04-29,Standard Class,LH-16750,Consumer,85224,OFF-AR-10000246,8.895999999999999,4,0.2,0.6671999999999998
5435,CA-2015-160171,2015-10-19,2015-10-24,Standard Class,RM-19675,Home Office,90008,OFF-AP-10000275,1640.6999999999998,5,0.0,459.39599999999996
5436,CA-2015-160171,2015-10-19,2015-10-24,Standard Class,RM-19675,Home Office,90008,TEC-AC-10000892,270.0,3,0.0,97.19999999999999
5437,CA-2014-103317,2014-07-05,2014-07-08,First Class,DM-13525,Corporate,32137,FUR-FU-10001591,19.52,2,0.2,5.368000000000001
5438,CA-2014-103317,2014-07-05,2014-07-08,First Class,DM-13525,Corporate,32137,OFF-BI-10001787,9.810000000000002,5,0.7,-6.866999999999997
5439,CA-2014-103317,2014-07-05,2014-07-08,First Class,DM-13525,Corporate,32137,FUR-FU-10003192,213.216,3,0.2,15.991199999999992
5440,CA-2016-167115,2016-04-04,2016-04-09,Standard Class,EH-14185,Consumer,10035,OFF-BI-10004600,588.784,2,0.2,183.99499999999998
5441,US-2017-153633,2017-11-13,2017-11-18,Second Class,TC-21295,Consumer,33458,OFF-AR-10002335,2.064,1,0.2,0.15480000000000005
5442,CA-2017-155929,2017-09-09,2017-09-13,Standard Class,AI-10855,Consumer,85301,OFF-PA-10000859,6.368,2,0.2,2.388
5443,CA-2015-148712,2015-04-17,2015-04-23,Standard Class,JM-15535,Consumer,10035,TEC-AC-10003198,99.6,1,0.0,36.852
5444,CA-2015-148712,2015-04-17,2015-04-23,Standard Class,JM-15535,Consumer,10035,OFF-BI-10001900,62.29600000000001,13,0.2,21.0249
5445,CA-2015-148712,2015-04-17,2015-04-23,Standard Class,JM-15535,Consumer,10035,OFF-AR-10000614,10.709999999999999,3,0.0,2.7845999999999997
5446,CA-2016-128307,2016-07-25,2016-07-29,Standard Class,BE-11335,Home Office,77041,OFF-EN-10003040,20.936000000000003,1,0.2,7.0659
5447,US-2016-127425,2016-08-26,2016-08-31,Standard Class,DR-12880,Corporate,10035,TEC-PH-10003442,33.0,6,0.0,8.25
5448,US-2016-127425,2016-08-26,2016-08-31,Standard Class,DR-12880,Corporate,10035,TEC-AC-10002800,249.95000000000002,5,0.0,87.48249999999999
5449,US-2014-119081,2014-09-12,2014-09-19,Standard Class,TA-21385,Home Office,66062,OFF-SU-10000157,357.93,3,0.0,7.158600000000007
5450,US-2014-119081,2014-09-12,2014-09-19,Standard Class,TA-21385,Home Office,66062,TEC-AC-10001542,57.400000000000006,5,0.0,10.905999999999993
5451,US-2014-119081,2014-09-12,2014-09-19,Standard Class,TA-21385,Home Office,66062,OFF-BI-10004519,331.96,2,0.0,149.38199999999998
5452,US-2014-119081,2014-09-12,2014-09-19,Standard Class,TA-21385,Home Office,66062,FUR-FU-10003464,40.56,2,0.0,12.979199999999999
5453,CA-2016-140613,2016-07-22,2016-07-29,Standard Class,KN-16705,Home Office,89431,OFF-SU-10004261,86.19999999999999,5,0.0,24.997999999999987
5454,US-2017-108700,2017-05-19,2017-05-23,Standard Class,PJ-18835,Corporate,61107,OFF-PA-10004733,38.016000000000005,6,0.2,13.780799999999996
5455,CA-2017-160962,2017-04-28,2017-05-02,Standard Class,MC-17605,Corporate,19143,OFF-ST-10001325,8.384,1,0.2,0.7336
5456,CA-2017-160962,2017-04-28,2017-05-02,Standard Class,MC-17605,Corporate,19143,OFF-AR-10003056,6.848000000000001,2,0.2,0.7703999999999991
5457,CA-2017-130631,2017-12-29,2018-01-02,Standard Class,BS-11755,Consumer,98026,OFF-FA-10000089,19.6,5,0.0,9.604
5458,CA-2017-130631,2017-12-29,2018-01-02,Standard Class,BS-11755,Consumer,98026,FUR-FU-10004093,68.46,2,0.0,20.537999999999997
5459,CA-2017-116680,2017-09-04,2017-09-06,Second Class,PK-19075,Consumer,94122,OFF-BI-10004022,13.343999999999998,6,0.2,4.336799999999999
5460,CA-2017-116680,2017-09-04,2017-09-06,Second Class,PK-19075,Consumer,94122,FUR-TA-10001771,1478.272,8,0.2,92.39200000000005
5461,US-2014-107405,2014-03-21,2014-03-25,Standard Class,TS-21205,Corporate,28806,OFF-ST-10002301,16.272000000000002,1,0.2,-3.864600000000002
5462,CA-2017-101574,2017-09-28,2017-10-04,Standard Class,BD-11725,Consumer,90032,FUR-FU-10001706,9.24,3,0.0,4.4352
5463,CA-2014-146591,2014-01-19,2014-01-20,First Class,TS-21340,Consumer,85254,OFF-BI-10003676,32.34,10,0.7,-23.716
5464,CA-2014-146591,2014-01-19,2014-01-20,First Class,TS-21340,Consumer,85254,OFF-PA-10000659,56.064,4,0.2,19.6224
